handle,period,num_communities,pct
SenRubioPress,apr,5,0.71
SenRubioPress,may,4,1
SenRubioPress,jun,5,1
SenRubioPress,jul,5,0.7
SenRubioPress,aug,5,0.97
SenRubioPress,sep,4,0.62
SenRubioPress,oct,5,0.71
SenRubioPress,nov,4,0.83
SenRubioPress,dec,5,0.94
SenRubioPress,y2020,3,1
SenRubioPress,_q1,3,0.8
SenRubioPress,_q2,5,0.99
SenRubioPress,_q3,4,0.85
SenRubioPress,_q4,4,0.4
SenRickScott,jan,4,0.44
SenRickScott,feb,4,0.51
SenRickScott,mar,4,0.5
SenRickScott,apr,4,0.46
SenRickScott,may,4,1
SenRickScott,jun,4,0.99
SenRickScott,jul,4,0.39
SenRickScott,aug,4,1
SenRickScott,sep,5,0.98
SenRickScott,oct,4,0.36
SenRickScott,nov,5,0.61
SenRickScott,dec,3,0.77
SenRickScott,y2020,3,0.92
SenRickScott,_q1,4,0.42
SenRickScott,_q2,4,0.99
SenRickScott,_q3,3,0.71
SenRickScott,_q4,4,0.86
sendavidperdue,jan,5,0.56
sendavidperdue,feb,5,0.72
sendavidperdue,mar,5,0.69
sendavidperdue,apr,6,0.78
sendavidperdue,may,7,0.86
sendavidperdue,jun,6,0.45
sendavidperdue,jul,6,0.67
sendavidperdue,aug,7,0.97
sendavidperdue,sep,6,0.84
sendavidperdue,oct,6,0.99
sendavidperdue,nov,7,0.92
sendavidperdue,dec,7,0.95
sendavidperdue,y2020,5,0.64
sendavidperdue,_q1,5,0.81
sendavidperdue,_q2,6,0.66
sendavidperdue,_q3,6,0.82
sendavidperdue,_q4,5,0.71
KLoeffler,jan,4,0.54
KLoeffler,feb,4,0.73
KLoeffler,mar,3,0.99
KLoeffler,apr,4,0.82
KLoeffler,may,4,0.89
KLoeffler,jun,4,0.41
KLoeffler,jul,4,0.96
KLoeffler,aug,4,0.7
KLoeffler,sep,4,0.81
KLoeffler,oct,4,0.81
KLoeffler,nov,2,0.49
KLoeffler,dec,3,0.99
KLoeffler,y2020,4,0.35
KLoeffler,_q1,4,0.85
KLoeffler,_q2,4,0.95
KLoeffler,_q3,3,0.61
KLoeffler,_q4,4,0.97
maziehirono,jan,4,0.37
maziehirono,feb,7,0.45
maziehirono,mar,5,0.58
maziehirono,apr,5,0.57
maziehirono,may,5,0.6
maziehirono,jun,6,0.57
maziehirono,jul,6,0.4
maziehirono,aug,7,0.74
maziehirono,sep,5,0.74
maziehirono,oct,5,0.68
maziehirono,nov,6,0.84
maziehirono,dec,6,0.55
maziehirono,y2020,3,0.84
maziehirono,_q1,5,0.81
maziehirono,_q2,5,0.71
maziehirono,_q3,5,0.66
maziehirono,_q4,4,0.98
MikeCrapo,jan,5,0.93
MikeCrapo,feb,10,0.94
MikeCrapo,mar,4,0.35
MikeCrapo,apr,5,0.84
MikeCrapo,may,6,0.67
MikeCrapo,jun,7,0.57
MikeCrapo,jul,6,0.91
MikeCrapo,aug,9,0.81
MikeCrapo,sep,7,0.89
MikeCrapo,oct,6,0.76
MikeCrapo,nov,6,0.44
MikeCrapo,dec,6,0.44
MikeCrapo,y2020,5,0.75
MikeCrapo,_q1,5,0.81
MikeCrapo,_q2,4,0.36
MikeCrapo,_q3,6,0.72
MikeCrapo,_q4,6,0.66
SenatorRisch,jan,8,0.68
SenatorRisch,feb,6,0.35
SenatorRisch,mar,5,0.6
SenatorRisch,apr,4,0.99
SenatorRisch,may,6,0.93
SenatorRisch,jun,8,0.53
SenatorRisch,jul,8,0.78
SenatorRisch,aug,7,0.76
SenatorRisch,sep,5,0.67
SenatorRisch,oct,4,0.35
SenatorRisch,nov,5,0.66
SenatorRisch,dec,7,0.66
SenatorRisch,y2020,5,0.85
SenatorRisch,_q1,5,0.56
SenatorRisch,_q2,5,0.73
SenatorRisch,_q3,5,0.88
SenatorRisch,_q4,6,0.68
SenatorDurbin,jan,4,0.96
SenatorDurbin,feb,4,0.69
SenatorDurbin,mar,3,0.94
SenatorDurbin,apr,4,0.44
SenatorDurbin,may,5,0.81
SenatorDurbin,jun,4,1
SenatorDurbin,jul,4,0.81
SenatorDurbin,aug,4,0.78
SenatorDurbin,sep,4,0.96
SenatorDurbin,oct,3,1
SenatorDurbin,nov,3,1
SenatorDurbin,dec,5,0.64
SenatorDurbin,y2020,3,1
SenatorDurbin,_q1,3,1
SenatorDurbin,_q2,4,0.81
SenatorDurbin,_q3,4,0.79
SenatorDurbin,_q4,3,0.99
SenDuckworth,jan,4,0.71
SenDuckworth,feb,5,0.96
SenDuckworth,mar,4,0.85
SenDuckworth,apr,4,0.84
SenDuckworth,may,4,0.4
SenDuckworth,jun,4,0.37
SenDuckworth,jul,4,0.98
SenDuckworth,aug,4,0.81
SenDuckworth,sep,4,0.61
SenDuckworth,oct,3,0.91
SenDuckworth,nov,5,0.86
SenDuckworth,dec,4,0.39
SenDuckworth,y2020,3,0.98
SenDuckworth,_q1,4,0.98
SenDuckworth,_q2,4,0.34
SenDuckworth,_q3,2,1
SenDuckworth,_q4,4,1
SenToddYoung,jan,5,0.67
SenToddYoung,feb,5,0.54
SenToddYoung,mar,4,0.55
SenToddYoung,apr,4,0.54
SenToddYoung,may,4,0.89
SenToddYoung,jun,5,0.36
SenToddYoung,jul,5,0.73
SenToddYoung,aug,4,0.57
SenToddYoung,sep,4,0.47
SenToddYoung,oct,4,0.54
SenToddYoung,nov,5,0.8
SenToddYoung,dec,4,0.82
SenToddYoung,y2020,4,0.89
SenToddYoung,_q1,4,0.61
SenToddYoung,_q2,4,0.91
SenToddYoung,_q3,4,0.75
SenToddYoung,_q4,4,0.57
ChuckGrassley,jan,5,0.35
ChuckGrassley,feb,5,0.45
ChuckGrassley,mar,5,0.36
ChuckGrassley,apr,5,0.92
ChuckGrassley,may,6,0.68
ChuckGrassley,jun,6,0.97
ChuckGrassley,jul,3,0.84
ChuckGrassley,aug,3,0.79
ChuckGrassley,sep,4,0.89
ChuckGrassley,oct,4,1
ChuckGrassley,nov,5,0.38
ChuckGrassley,dec,6,0.38
ChuckGrassley,y2020,4,0.66
ChuckGrassley,_q1,5,0.94
ChuckGrassley,_q2,5,0.73
ChuckGrassley,_q3,3,0.99
ChuckGrassley,_q4,4,0.83
SenJoniErnst,jan,4,0.82
SenJoniErnst,feb,4,0.96
SenJoniErnst,mar,4,0.81
SenJoniErnst,apr,4,0.98
SenJoniErnst,may,4,0.77
SenJoniErnst,jun,4,0.92
SenJoniErnst,jul,4,0.81
SenJoniErnst,aug,3,0.95
SenJoniErnst,sep,3,1
SenJoniErnst,oct,3,1
SenJoniErnst,nov,4,0.95
SenJoniErnst,dec,4,0.74
SenJoniErnst,y2020,4,0.46
SenJoniErnst,_q1,3,0.66
SenJoniErnst,_q2,4,0.97
SenJoniErnst,_q3,4,0.9
SenJoniErnst,_q4,4,0.69
JerryMoran,jan,7,0.73
JerryMoran,feb,5,0.42
JerryMoran,mar,4,0.95
JerryMoran,apr,5,1
JerryMoran,may,5,0.66
JerryMoran,jun,6,0.9
JerryMoran,jul,6,0.91
JerryMoran,aug,5,0.75
JerryMoran,sep,4,0.99
JerryMoran,oct,4,0.85
JerryMoran,nov,5,0.66
JerryMoran,dec,5,0.95
JerryMoran,y2020,4,0.38
JerryMoran,_q1,5,0.65
JerryMoran,_q2,4,0.83
JerryMoran,_q3,4,0.52
JerryMoran,_q4,4,0.53
SenPatRoberts,jan,5,0.9
SenPatRoberts,feb,6,0.76
SenPatRoberts,mar,6,0.7
SenPatRoberts,apr,4,0.65
SenPatRoberts,may,5,0.62
SenPatRoberts,jun,8,0.96
SenPatRoberts,jul,7,0.81
SenPatRoberts,aug,8,0.98
SenPatRoberts,sep,5,0.81
SenPatRoberts,oct,10,0.99
SenPatRoberts,nov,5,0.62
SenPatRoberts,dec,8,1
SenPatRoberts,y2020,4,0.44
SenPatRoberts,_q1,4,0.44
SenPatRoberts,_q2,4,0.98
SenPatRoberts,_q3,6,0.64
SenPatRoberts,_q4,6,0.4
RandPaul,jan,5,0.58
RandPaul,feb,5,0.36
RandPaul,mar,5,0.53
RandPaul,apr,8,0.98
RandPaul,may,5,0.68
RandPaul,jun,7,0.55
RandPaul,jul,6,0.75
RandPaul,aug,6,0.57
RandPaul,sep,8,0.76
RandPaul,oct,7,0.8
RandPaul,nov,5,0.51
RandPaul,dec,6,0.78
RandPaul,y2020,4,0.74
RandPaul,_q1,4,0.5
RandPaul,_q2,5,0.43
RandPaul,_q3,5,0.59
RandPaul,_q4,4,0.53
SenJohnKennedy,jan,7,0.83
SenJohnKennedy,feb,4,0.99
SenJohnKennedy,mar,5,0.48
SenJohnKennedy,apr,5,0.87
SenJohnKennedy,may,3,0.98
SenJohnKennedy,jun,8,0.67
SenJohnKennedy,jul,6,0.58
SenJohnKennedy,aug,5,0.5
SenJohnKennedy,sep,4,0.46
SenJohnKennedy,oct,3,0.98
SenJohnKennedy,nov,7,0.73
SenJohnKennedy,dec,6,0.73
SenJohnKennedy,y2020,4,0.9
SenJohnKennedy,_q1,4,0.77
SenJohnKennedy,_q2,4,1
SenJohnKennedy,_q3,4,0.96
SenJohnKennedy,_q4,4,0.4
SenatorCollins,jan,6,0.54
SenatorCollins,feb,6,0.66
SenatorCollins,mar,4,0.54
SenatorCollins,apr,3,1
SenatorCollins,may,4,0.5
SenatorCollins,jun,4,0.96
SenatorCollins,jul,4,0.6
SenatorCollins,aug,4,0.6
SenatorCollins,sep,4,0.52
SenatorCollins,oct,5,0.59
SenatorCollins,nov,5,0.51
SenatorCollins,dec,4,0.9
SenatorCollins,y2020,4,0.64
SenatorCollins,_q1,4,1
SenatorCollins,_q2,3,0.94
SenatorCollins,_q3,4,0.73
SenatorCollins,_q4,4,0.63
SenAngusKing,jan,7,0.47
SenAngusKing,feb,6,0.8
SenAngusKing,mar,4,0.37
SenAngusKing,apr,4,0.65
SenAngusKing,may,4,0.89
SenAngusKing,jun,4,0.44
SenAngusKing,jul,5,0.39
SenAngusKing,aug,5,0.37
SenAngusKing,sep,5,0.9
SenAngusKing,oct,5,0.62
SenAngusKing,nov,5,0.87
SenAngusKing,dec,4,0.78
SenAngusKing,y2020,5,0.66
SenAngusKing,_q1,4,0.66
SenAngusKing,_q2,4,0.46
SenAngusKing,_q3,5,0.74
SenAngusKing,_q4,4,0.34
SenatorCardin,jan,4,0.48
SenatorCardin,feb,5,0.94
SenatorCardin,mar,5,0.66
SenatorCardin,apr,3,0.68
SenatorCardin,may,4,0.49
SenatorCardin,jun,4,0.62
SenatorCardin,jul,5,0.43
SenatorCardin,aug,5,0.37
SenatorCardin,sep,5,0.64
SenatorCardin,oct,4,1
SenatorCardin,nov,5,0.73
SenatorCardin,dec,5,0.83
SenatorCardin,y2020,4,0.96
SenatorCardin,_q1,3,0.93
SenatorCardin,_q2,4,0.52
SenatorCardin,_q3,4,0.46
SenatorCardin,_q4,5,1
ChrisVanHollen,jan,4,0.85
ChrisVanHollen,feb,5,0.7
ChrisVanHollen,mar,5,0.77
ChrisVanHollen,apr,5,0.86
ChrisVanHollen,may,5,0.5
ChrisVanHollen,jun,5,0.4
ChrisVanHollen,jul,5,0.87
ChrisVanHollen,aug,5,0.78
ChrisVanHollen,sep,5,0.44
ChrisVanHollen,oct,4,0.7
ChrisVanHollen,nov,4,0.48
ChrisVanHollen,dec,4,0.77
ChrisVanHollen,y2020,3,0.97
ChrisVanHollen,_q1,4,0.37
ChrisVanHollen,_q2,4,0.64
ChrisVanHollen,_q3,4,0.76
ChrisVanHollen,_q4,4,0.72
ewarren,jan,3,0.99
ewarren,feb,4,0.77
ewarren,mar,3,0.8
ewarren,apr,4,0.95
ewarren,may,6,0.53
ewarren,jun,4,0.85
ewarren,jul,5,0.76
ewarren,aug,4,0.89
ewarren,sep,4,0.98
ewarren,oct,4,0.82
ewarren,nov,5,0.91
ewarren,dec,6,0.8
ewarren,y2020,3,0.91
ewarren,_q1,4,0.63
ewarren,_q2,4,1
ewarren,_q3,4,0.75
ewarren,_q4,5,0.64
SenMarkey,jan,4,0.88
SenMarkey,feb,6,0.86
SenMarkey,mar,4,0.47
SenMarkey,apr,5,0.53
SenMarkey,may,5,0.81
SenMarkey,jun,5,0.94
SenMarkey,jul,5,0.51
SenMarkey,aug,5,0.34
SenMarkey,sep,7,0.88
SenMarkey,oct,6,0.57
SenMarkey,nov,5,0.45
SenMarkey,dec,5,0.76
SenMarkey,y2020,4,0.62
SenMarkey,_q1,4,0.58
SenMarkey,_q2,4,0.7
SenMarkey,_q3,5,0.9
SenMarkey,_q4,6,0.75
SenStabenow,jan,5,0.84
SenStabenow,feb,4,0.95
SenStabenow,mar,5,0.74
SenStabenow,apr,4,0.79
SenStabenow,may,4,0.71
SenStabenow,jun,6,0.81
SenStabenow,jul,4,0.65
SenStabenow,aug,5,0.78
SenStabenow,sep,5,0.54
SenStabenow,oct,5,0.81
SenStabenow,nov,5,0.8
SenStabenow,dec,5,0.71
SenStabenow,y2020,4,0.65
SenStabenow,_q1,5,0.64
SenStabenow,_q2,5,0.92
SenStabenow,_q3,5,0.72
SenStabenow,_q4,4,0.57
SenGaryPeters,jan,5,0.63
SenGaryPeters,feb,4,0.99
SenGaryPeters,mar,4,0.58
SenGaryPeters,apr,4,0.99
SenGaryPeters,may,4,0.82
SenGaryPeters,jun,4,0.87
SenGaryPeters,jul,5,0.84
SenGaryPeters,aug,3,0.99
SenGaryPeters,sep,3,1
SenGaryPeters,oct,3,1
SenGaryPeters,nov,4,0.94
SenGaryPeters,dec,5,0.69
SenGaryPeters,y2020,4,0.64
SenGaryPeters,_q1,4,0.75
SenGaryPeters,_q2,4,0.54
SenGaryPeters,_q3,3,1
SenGaryPeters,_q4,3,0.99
amyklobuchar,jan,3,0.89
amyklobuchar,feb,3,0.84
amyklobuchar,mar,3,0.95
amyklobuchar,apr,4,1
amyklobuchar,may,4,0.73
amyklobuchar,jun,4,0.95
amyklobuchar,jul,4,0.9
amyklobuchar,aug,3,0.89
amyklobuchar,sep,5,0.72
amyklobuchar,oct,4,0.57
amyklobuchar,nov,5,0.46
amyklobuchar,dec,4,0.45
amyklobuchar,y2020,3,0.88
amyklobuchar,_q1,4,0.59
amyklobuchar,_q2,4,0.88
amyklobuchar,_q3,4,0.4
amyklobuchar,_q4,3,0.75
SenatorWicker,jan,6,0.89
SenatorWicker,feb,5,0.74
SenatorWicker,mar,4,0.48
SenatorWicker,apr,5,0.58
SenatorWicker,may,5,0.52
SenatorWicker,jun,6,0.74
SenatorWicker,jul,6,0.85
SenatorWicker,aug,5,0.67
SenatorWicker,sep,6,0.88
SenatorWicker,oct,6,0.72
SenatorWicker,nov,4,0.65
SenatorWicker,dec,4,0.37
SenatorWicker,y2020,4,0.47
SenatorWicker,_q1,5,0.95
SenatorWicker,_q2,4,0.34
SenatorWicker,_q3,4,0.98
SenatorWicker,_q4,4,0.59
cindyhydesmith,jan,6,0.86
cindyhydesmith,feb,8,0.85
cindyhydesmith,mar,6,0.62
cindyhydesmith,apr,5,0.52
cindyhydesmith,may,5,0.63
cindyhydesmith,jun,5,0.38
cindyhydesmith,jul,5,0.65
cindyhydesmith,aug,5,0.69
cindyhydesmith,sep,5,0.38
cindyhydesmith,oct,4,0.57
cindyhydesmith,nov,6,0.58
cindyhydesmith,dec,5,0.96
cindyhydesmith,y2020,3,0.98
cindyhydesmith,_q1,5,0.47
cindyhydesmith,_q2,5,0.74
cindyhydesmith,_q3,4,0.55
cindyhydesmith,_q4,4,0.81
RoyBlunt,jan,5,0.72
RoyBlunt,feb,5,0.94
RoyBlunt,mar,5,0.37
RoyBlunt,apr,4,0.9
RoyBlunt,may,5,0.8
RoyBlunt,jun,5,0.45
RoyBlunt,jul,4,0.87
RoyBlunt,aug,6,0.87
RoyBlunt,sep,5,0.41
RoyBlunt,oct,4,0.99
RoyBlunt,nov,4,0.92
RoyBlunt,dec,4,0.97
RoyBlunt,y2020,5,0.86
RoyBlunt,_q1,4,0.52
RoyBlunt,_q2,4,0.98
RoyBlunt,_q3,4,0.77
RoyBlunt,_q4,5,0.38
HawleyMO,jan,6,0.89
HawleyMO,feb,5,0.77
HawleyMO,mar,5,0.95
HawleyMO,apr,4,0.85
HawleyMO,may,4,0.59
HawleyMO,jun,6,0.7
HawleyMO,jul,6,1
HawleyMO,aug,8,0.58
HawleyMO,sep,6,0.98
HawleyMO,oct,5,0.94
HawleyMO,nov,5,0.94
HawleyMO,dec,4,0.74
HawleyMO,y2020,5,0.98
HawleyMO,_q1,4,1
HawleyMO,_q2,4,0.46
HawleyMO,_q3,6,0.83
HawleyMO,_q4,6,0.8
SenatorTester,jan,7,0.65
SenatorTester,feb,6,0.73
SenatorTester,mar,6,0.71
SenatorTester,apr,4,0.7
SenatorTester,may,6,0.5
SenatorTester,jun,6,0.61
SenatorTester,jul,5,0.61
SenatorTester,aug,4,0.78
SenatorTester,sep,5,0.98
SenatorTester,oct,5,0.98
SenatorTester,nov,4,0.42
SenatorTester,dec,4,0.36
SenatorTester,y2020,4,0.83
SenatorTester,_q1,4,0.69
SenatorTester,_q2,4,0.9
SenatorTester,_q3,5,0.97
SenatorTester,_q4,3,0.71
SteveDaines,jan,8,0.49
SteveDaines,feb,5,0.93
SteveDaines,mar,5,0.96
SteveDaines,apr,5,0.89
SteveDaines,may,6,0.74
SteveDaines,jun,5,0.34
SteveDaines,jul,6,0.93
SteveDaines,aug,4,0.58
SteveDaines,sep,6,0.83
SteveDaines,oct,5,0.77
SteveDaines,nov,4,0.86
SteveDaines,dec,5,0.98
SteveDaines,y2020,4,0.62
SteveDaines,_q1,4,0.51
SteveDaines,_q2,4,0.6
SteveDaines,_q3,4,0.4
SteveDaines,_q4,5,0.93
SenatorFischer,jan,6,0.57
SenatorFischer,feb,5,0.63
SenatorFischer,mar,4,0.99
SenatorFischer,apr,4,0.41
SenatorFischer,may,4,0.66
SenatorFischer,jun,5,0.69
SenatorFischer,jul,5,0.53
SenatorFischer,aug,5,0.88
SenatorFischer,sep,5,0.69
SenatorFischer,oct,6,0.4
SenatorFischer,nov,5,0.94
SenatorFischer,dec,4,0.93
SenatorFischer,y2020,4,0.71
SenatorFischer,_q1,4,0.65
SenatorFischer,_q2,4,0.88
SenatorFischer,_q3,5,0.85
SenatorFischer,_q4,5,0.72
SenCortezMasto,jan,5,0.4
SenCortezMasto,feb,4,0.63
SenCortezMasto,mar,5,0.67
SenCortezMasto,apr,5,0.78
SenCortezMasto,may,4,0.84
SenCortezMasto,jun,4,0.4
SenCortezMasto,jul,4,0.43
SenCortezMasto,aug,4,0.6
SenCortezMasto,sep,4,0.84
SenCortezMasto,oct,4,0.5
SenCortezMasto,nov,5,0.9
SenCortezMasto,dec,6,0.52
SenCortezMasto,y2020,4,0.5
SenCortezMasto,_q1,4,0.67
SenCortezMasto,_q2,4,0.74
SenCortezMasto,_q3,4,0.68
SenCortezMasto,_q4,5,0.48
SenJackyRosen,jan,5,0.8
SenJackyRosen,feb,5,0.94
SenJackyRosen,mar,4,0.42
SenJackyRosen,apr,4,0.73
SenJackyRosen,may,4,0.81
SenJackyRosen,jun,5,0.53
SenJackyRosen,jul,6,0.55
SenJackyRosen,aug,5,0.66
SenJackyRosen,sep,5,0.77
SenJackyRosen,oct,5,0.76
SenJackyRosen,nov,5,0.61
SenJackyRosen,dec,6,0.91
SenJackyRosen,y2020,3,0.7
SenJackyRosen,_q1,3,0.99
SenJackyRosen,_q2,4,0.66
SenJackyRosen,_q3,5,0.76
SenJackyRosen,_q4,5,0.51
SenatorShaheen,jan,5,0.72
SenatorShaheen,feb,4,0.83
SenatorShaheen,mar,4,0.54
SenatorShaheen,apr,3,0.96
SenatorShaheen,may,4,0.53
SenatorShaheen,jun,3,1
SenatorShaheen,jul,4,0.79
SenatorShaheen,aug,4,0.36
SenatorShaheen,sep,5,0.59
SenatorShaheen,oct,4,0.66
SenatorShaheen,nov,4,0.4
SenatorShaheen,dec,4,0.86
SenatorShaheen,y2020,4,0.62
SenatorShaheen,_q1,4,0.63
SenatorShaheen,_q2,4,0.52
SenatorShaheen,_q3,4,0.51
SenatorShaheen,_q4,4,0.65
SenatorHassan,jan,5,0.35
SenatorHassan,feb,5,0.68
SenatorHassan,mar,4,0.45
SenatorHassan,apr,4,0.72
SenatorHassan,may,4,0.58
SenatorHassan,jun,4,0.47
SenatorHassan,jul,5,0.8
SenatorHassan,aug,4,0.74
SenatorHassan,sep,6,0.49
SenatorHassan,oct,3,0.63
SenatorHassan,nov,6,0.68
SenatorHassan,dec,5,0.84
SenatorHassan,y2020,4,0.8
SenatorHassan,_q1,3,0.82
SenatorHassan,_q2,4,0.38
SenatorHassan,_q3,4,0.88
SenatorHassan,_q4,4,0.81
SenatorMenendez,jan,3,0.84
SenatorMenendez,feb,4,1
SenatorMenendez,mar,5,0.6
SenatorMenendez,apr,3,0.86
SenatorMenendez,may,4,0.97
SenatorMenendez,jun,5,0.78
SenatorMenendez,jul,5,0.71
SenatorMenendez,aug,6,0.56
SenatorMenendez,sep,7,0.76
SenatorMenendez,oct,3,0.79
SenatorMenendez,nov,4,0.39
SenatorMenendez,dec,5,0.55
SenatorMenendez,y2020,4,0.38
SenatorMenendez,_q1,4,0.71
SenatorMenendez,_q2,2,0.75
SenatorMenendez,_q3,4,0.86
SenatorMenendez,_q4,4,0.74
CoryBooker,jan,5,0.47
CoryBooker,feb,8,0.35
CoryBooker,mar,5,0.67
CoryBooker,apr,4,0.62
CoryBooker,may,6,0.43
CoryBooker,jun,6,0.83
CoryBooker,jul,5,0.92
CoryBooker,aug,5,0.91
CoryBooker,sep,3,0.95
CoryBooker,oct,4,1
CoryBooker,nov,5,0.92
CoryBooker,dec,6,0.62
CoryBooker,y2020,5,0.68
CoryBooker,_q1,4,0.84
CoryBooker,_q2,4,0.57
CoryBooker,_q3,3,1
CoryBooker,_q4,4,0.36
MartinHeinrich,jan,6,0.39
MartinHeinrich,feb,5,0.53
MartinHeinrich,mar,4,0.38
MartinHeinrich,apr,4,0.71
MartinHeinrich,may,5,0.71
MartinHeinrich,jun,3,0.74
MartinHeinrich,jul,4,0.54
MartinHeinrich,aug,4,0.87
MartinHeinrich,sep,4,0.82
MartinHeinrich,oct,5,0.56
MartinHeinrich,nov,7,0.83
MartinHeinrich,dec,6,0.78
MartinHeinrich,y2020,3,0.87
MartinHeinrich,_q1,5,0.76
MartinHeinrich,_q2,4,0.85
MartinHeinrich,_q3,5,0.7
MartinHeinrich,_q4,4,0.89
SenatorTomUdall,jan,4,0.93
SenatorTomUdall,feb,4,0.8
SenatorTomUdall,mar,4,0.84
SenatorTomUdall,apr,4,0.5
SenatorTomUdall,may,5,0.42
SenatorTomUdall,jun,4,0.59
SenatorTomUdall,jul,5,0.73
SenatorTomUdall,aug,4,0.69
SenatorTomUdall,sep,6,0.64
SenatorTomUdall,oct,3,0.56
SenatorTomUdall,nov,4,0.78
SenatorTomUdall,dec,4,0.5
SenatorTomUdall,y2020,4,0.5
SenatorTomUdall,_q1,4,0.69
SenatorTomUdall,_q2,4,0.43
SenatorTomUdall,_q3,4,0.84
SenatorTomUdall,_q4,5,0.71
SenSchumer,jan,4,0.99
SenSchumer,feb,5,0.88
SenSchumer,mar,4,0.58
SenSchumer,apr,4,0.89
SenSchumer,may,4,0.86
SenSchumer,jun,3,0.7
SenSchumer,jul,4,0.38
SenSchumer,aug,3,1
SenSchumer,sep,4,0.35
SenSchumer,oct,4,0.99
SenSchumer,nov,4,0.72
SenSchumer,dec,5,0.95
SenSchumer,y2020,4,0.71
SenSchumer,_q1,4,0.45
SenSchumer,_q2,3,0.98
SenSchumer,_q3,5,0.74
SenSchumer,_q4,3,1
SenGillibrand,jan,4,0.35
SenGillibrand,feb,4,0.57
SenGillibrand,mar,5,0.71
SenGillibrand,apr,5,0.62
SenGillibrand,may,5,0.52
SenGillibrand,jun,6,0.84
SenGillibrand,jul,4,0.82
SenGillibrand,aug,4,0.86
SenGillibrand,sep,5,0.67
SenGillibrand,oct,4,0.65
SenGillibrand,nov,6,0.8
SenGillibrand,dec,6,0.92
SenGillibrand,y2020,4,0.86
SenGillibrand,_q1,4,0.9
SenGillibrand,_q2,5,0.68
SenGillibrand,_q3,4,0.45
SenGillibrand,_q4,4,0.6
SenThomTillis,jan,5,0.55
SenThomTillis,feb,4,0.52
SenThomTillis,mar,4,0.56
SenThomTillis,apr,4,1
SenThomTillis,may,4,0.96
SenThomTillis,jun,5,0.88
SenThomTillis,jul,4,0.89
SenThomTillis,aug,4,0.79
SenThomTillis,sep,5,0.73
SenThomTillis,oct,3,1
SenThomTillis,nov,5,1
SenThomTillis,dec,4,0.87
SenThomTillis,y2020,4,0.55
SenThomTillis,_q1,5,0.66
SenThomTillis,_q2,4,0.95
SenThomTillis,_q3,4,0.67
SenThomTillis,_q4,4,0.91
SenJohnHoeven,jan,5,0.97
SenJohnHoeven,feb,5,0.52
SenJohnHoeven,mar,4,0.63
SenJohnHoeven,apr,4,0.99
SenJohnHoeven,may,5,0.51
SenJohnHoeven,jun,4,0.69
SenJohnHoeven,jul,5,0.9
SenJohnHoeven,aug,5,0.57
SenJohnHoeven,sep,4,0.54
SenJohnHoeven,oct,5,0.74
SenJohnHoeven,nov,6,0.57
SenJohnHoeven,dec,5,0.89
SenJohnHoeven,y2020,4,0.58
SenJohnHoeven,_q1,4,0.5
SenJohnHoeven,_q2,4,0.79
SenJohnHoeven,_q3,3,0.76
SenJohnHoeven,_q4,5,0.82
SenKevinCramer,jan,6,0.77
SenKevinCramer,feb,7,0.73
SenKevinCramer,mar,4,0.83
SenKevinCramer,apr,3,0.82
SenKevinCramer,may,5,0.58
SenKevinCramer,jun,6,0.52
SenKevinCramer,jul,4,0.67
SenKevinCramer,aug,5,0.98
SenKevinCramer,sep,5,0.85
SenKevinCramer,oct,4,0.9
SenKevinCramer,nov,6,0.73
SenKevinCramer,dec,5,0.36
SenKevinCramer,y2020,3,1
SenKevinCramer,_q1,3,0.83
SenKevinCramer,_q2,4,0.54
SenKevinCramer,_q3,4,0.65
SenKevinCramer,_q4,5,0.97
SenSherrodBrown,jan,5,0.82
SenSherrodBrown,feb,6,0.46
SenSherrodBrown,mar,5,0.53
SenSherrodBrown,apr,4,0.69
SenSherrodBrown,may,6,0.73
SenSherrodBrown,jun,5,0.46
SenSherrodBrown,jul,4,0.93
SenSherrodBrown,aug,5,0.39
SenSherrodBrown,sep,5,0.88
SenSherrodBrown,oct,5,0.55
SenSherrodBrown,nov,6,0.98
SenSherrodBrown,dec,5,0.4
SenSherrodBrown,y2020,4,0.72
SenSherrodBrown,_q1,4,0.39
SenSherrodBrown,_q2,4,0.42
SenSherrodBrown,_q3,6,0.98
SenSherrodBrown,_q4,4,0.67
senrobportman,jan,2,0.83
senrobportman,feb,4,0.85
senrobportman,mar,4,0.99
senrobportman,apr,5,0.92
senrobportman,may,5,0.72
senrobportman,jun,4,1
senrobportman,jul,4,0.71
senrobportman,aug,3,1
senrobportman,sep,4,0.35
senrobportman,oct,4,0.99
senrobportman,nov,4,0.6
senrobportman,dec,4,0.34
senrobportman,y2020,3,1
senrobportman,_q1,4,0.6
senrobportman,_q2,3,0.8
senrobportman,_q3,3,1
senrobportman,_q4,4,0.88
JimInhofe,jan,4,0.87
JimInhofe,feb,6,0.64
JimInhofe,mar,4,0.55
JimInhofe,apr,5,0.5
JimInhofe,may,5,0.97
JimInhofe,jun,5,0.83
JimInhofe,jul,4,0.91
JimInhofe,aug,6,0.62
JimInhofe,sep,5,0.66
JimInhofe,oct,5,0.86
JimInhofe,nov,5,0.35
JimInhofe,dec,5,0.69
JimInhofe,y2020,3,0.81
JimInhofe,_q1,4,0.98
JimInhofe,_q2,4,0.6
JimInhofe,_q3,5,0.85
JimInhofe,_q4,4,0.71
SenatorLankford,jan,7,0.64
