handle,period,num_communities,pct
RepRaulRuizMD,may,5,0.9
RepRaulRuizMD,jun,5,0.94
RepRaulRuizMD,jul,4,0.83
RepRaulRuizMD,aug,5,0.44
RepRaulRuizMD,sep,6,0.44
RepRaulRuizMD,oct,5,0.62
RepRaulRuizMD,nov,6,0.62
RepRaulRuizMD,dec,4,0.84
RepRaulRuizMD,y2020,4,0.76
RepRaulRuizMD,_q1,4,1
RepRaulRuizMD,_q2,4,0.36
RepRaulRuizMD,_q3,5,0.53
RepRaulRuizMD,_q4,3,0.69
RepKarenBass,jan,6,0.98
RepKarenBass,feb,6,0.77
RepKarenBass,mar,5,0.99
RepKarenBass,apr,5,0.34
RepKarenBass,may,6,0.69
RepKarenBass,jun,6,0.88
RepKarenBass,jul,7,0.65
RepKarenBass,aug,7,0.91
RepKarenBass,sep,7,0.58
RepKarenBass,oct,10,1
RepKarenBass,nov,7,0.49
RepKarenBass,dec,6,0.7
RepKarenBass,y2020,4,0.42
RepKarenBass,_q1,5,0.81
RepKarenBass,_q2,6,0.58
RepKarenBass,_q3,6,0.39
RepKarenBass,_q4,6,0.83
RepLindaSanchez,jan,4,0.9
RepLindaSanchez,feb,6,0.64
RepLindaSanchez,mar,5,0.62
RepLindaSanchez,apr,5,0.7
RepLindaSanchez,may,6,0.61
RepLindaSanchez,jun,6,0.84
RepLindaSanchez,jul,5,0.77
RepLindaSanchez,aug,5,0.73
RepLindaSanchez,sep,6,0.53
RepLindaSanchez,oct,5,0.52
RepLindaSanchez,nov,5,0.94
RepLindaSanchez,dec,5,0.99
RepLindaSanchez,y2020,5,0.75
RepLindaSanchez,_q1,4,0.43
RepLindaSanchez,_q2,5,0.57
RepLindaSanchez,_q3,5,0.75
RepLindaSanchez,_q4,5,0.8
RepGilCisneros,jan,5,0.51
RepGilCisneros,feb,5,0.79
RepGilCisneros,mar,5,0.65
RepGilCisneros,apr,4,0.43
RepGilCisneros,may,3,0.99
RepGilCisneros,jun,4,0.9
RepGilCisneros,jul,4,0.73
RepGilCisneros,aug,5,0.55
RepGilCisneros,sep,5,0.38
RepGilCisneros,oct,3,0.92
RepGilCisneros,nov,5,0.85
RepGilCisneros,dec,5,0.88
RepGilCisneros,y2020,3,0.79
RepGilCisneros,_q1,4,0.95
RepGilCisneros,_q2,3,0.62
RepGilCisneros,_q3,4,0.83
RepGilCisneros,_q4,4,0.91
RepRoybalAllard,jan,4,1
RepRoybalAllard,feb,4,0.81
RepRoybalAllard,mar,6,0.83
RepRoybalAllard,apr,7,0.67
RepRoybalAllard,may,4,0.52
RepRoybalAllard,jun,5,0.92
RepRoybalAllard,jul,4,0.72
RepRoybalAllard,aug,4,0.38
RepRoybalAllard,sep,5,0.95
RepRoybalAllard,oct,5,0.45
RepRoybalAllard,nov,5,0.39
RepRoybalAllard,dec,5,0.8
RepRoybalAllard,y2020,3,1
RepRoybalAllard,_q1,5,0.65
RepRoybalAllard,_q2,4,0.56
RepRoybalAllard,_q3,3,0.89
RepRoybalAllard,_q4,4,0.43
RepMarkTakano,jan,6,1
RepMarkTakano,feb,6,0.85
RepMarkTakano,mar,4,0.5
RepMarkTakano,apr,4,0.75
RepMarkTakano,may,5,0.71
RepMarkTakano,jun,6,0.79
RepMarkTakano,jul,5,0.95
RepMarkTakano,aug,4,0.77
RepMarkTakano,sep,6,0.6
RepMarkTakano,oct,5,0.45
RepMarkTakano,nov,6,0.75
RepMarkTakano,dec,4,0.97
RepMarkTakano,y2020,4,0.45
RepMarkTakano,_q1,5,0.89
RepMarkTakano,_q2,4,0.68
RepMarkTakano,_q3,4,0.89
RepMarkTakano,_q4,6,0.68
KenCalvert,jan,6,0.89
KenCalvert,feb,5,0.9
KenCalvert,mar,5,0.56
KenCalvert,apr,5,0.86
KenCalvert,may,5,0.89
KenCalvert,jun,5,0.63
KenCalvert,jul,4,0.87
KenCalvert,aug,5,0.88
KenCalvert,sep,6,0.47
KenCalvert,oct,4,0.95
KenCalvert,nov,6,0.48
KenCalvert,dec,5,0.77
KenCalvert,y2020,4,0.62
KenCalvert,_q1,5,0.71
KenCalvert,_q2,4,0.59
KenCalvert,_q3,4,0.83
KenCalvert,_q4,4,0.52
RepMaxineWaters,jan,5,0.75
RepMaxineWaters,feb,6,0.34
RepMaxineWaters,mar,6,0.52
RepMaxineWaters,apr,5,0.42
RepMaxineWaters,may,6,0.43
RepMaxineWaters,jun,7,0.7
RepMaxineWaters,jul,6,0.82
RepMaxineWaters,aug,3,0.98
RepMaxineWaters,sep,5,1
RepMaxineWaters,oct,7,0.53
RepMaxineWaters,nov,6,0.86
RepMaxineWaters,dec,6,0.38
RepMaxineWaters,y2020,2,1
RepMaxineWaters,_q1,4,0.56
RepMaxineWaters,_q2,5,0.43
RepMaxineWaters,_q3,2,1
RepMaxineWaters,_q4,5,0.93
RepBarragan,jan,6,0.82
RepBarragan,feb,6,0.57
RepBarragan,mar,5,0.88
RepBarragan,apr,5,0.62
RepBarragan,may,6,0.35
RepBarragan,jun,5,0.52
RepBarragan,jul,5,0.8
RepBarragan,aug,4,0.48
RepBarragan,sep,4,1
RepBarragan,oct,4,0.99
RepBarragan,nov,6,0.72
RepBarragan,dec,4,0.92
RepBarragan,y2020,4,0.56
RepBarragan,_q1,4,0.41
RepBarragan,_q2,4,0.62
RepBarragan,_q3,4,1
RepBarragan,_q4,5,0.83
RepKatiePorter,jan,4,0.37
RepKatiePorter,feb,5,0.41
RepKatiePorter,mar,5,0.48
RepKatiePorter,apr,6,0.64
RepKatiePorter,may,5,0.58
RepKatiePorter,jun,6,0.8
RepKatiePorter,jul,4,0.94
RepKatiePorter,aug,6,0.57
RepKatiePorter,sep,5,0.53
RepKatiePorter,oct,5,0.92
RepKatiePorter,nov,4,0.47
RepKatiePorter,dec,4,0.43
RepKatiePorter,y2020,4,0.85
RepKatiePorter,_q1,5,0.72
RepKatiePorter,_q2,5,0.35
RepKatiePorter,_q3,5,0.84
RepKatiePorter,_q4,4,0.73
RepLowenthal,jan,4,0.99
RepLowenthal,feb,4,0.75
RepLowenthal,mar,4,0.66
RepLowenthal,apr,3,0.72
RepLowenthal,may,4,0.48
RepLowenthal,jun,4,0.47
RepLowenthal,jul,5,0.8
RepLowenthal,aug,5,0.69
RepLowenthal,sep,4,0.38
RepLowenthal,oct,5,0.45
RepLowenthal,nov,5,0.68
RepLowenthal,dec,4,0.57
RepLowenthal,y2020,4,0.56
RepLowenthal,_q1,4,0.89
RepLowenthal,_q2,3,0.75
RepLowenthal,_q3,5,0.81
RepLowenthal,_q4,5,0.81
HarleyRouda,jan,7,0.89
HarleyRouda,feb,7,0.85
HarleyRouda,mar,5,0.62
HarleyRouda,apr,8,0.83
HarleyRouda,may,7,0.64
HarleyRouda,jun,6,0.71
HarleyRouda,jul,5,0.67
HarleyRouda,aug,5,0.72
HarleyRouda,sep,6,0.95
HarleyRouda,oct,4,0.57
HarleyRouda,nov,7,0.42
HarleyRouda,dec,9,0.76
HarleyRouda,y2020,5,0.78
HarleyRouda,_q1,5,0.46
HarleyRouda,_q2,6,0.61
HarleyRouda,_q3,4,0.45
HarleyRouda,_q4,4,0.73
RepMikeLevin,jan,6,0.59
RepMikeLevin,feb,5,0.83
RepMikeLevin,mar,5,0.48
RepMikeLevin,apr,4,0.76
RepMikeLevin,may,5,0.48
RepMikeLevin,jun,6,0.66
RepMikeLevin,jul,5,0.67
RepMikeLevin,aug,5,0.99
RepMikeLevin,sep,5,0.38
RepMikeLevin,oct,5,0.52
RepMikeLevin,nov,4,0.96
RepMikeLevin,dec,6,0.68
RepMikeLevin,y2020,4,0.57
RepMikeLevin,_q1,5,0.58
RepMikeLevin,_q2,3,0.89
RepMikeLevin,_q3,4,0.7
RepMikeLevin,_q4,4,0.4
RepJuanVargas,jan,4,0.76
RepJuanVargas,feb,8,0.67
RepJuanVargas,mar,6,0.98
RepJuanVargas,apr,5,0.96
RepJuanVargas,may,6,0.45
RepJuanVargas,jun,4,0.41
RepJuanVargas,jul,6,0.37
RepJuanVargas,aug,6,0.55
RepJuanVargas,sep,5,0.39
RepJuanVargas,oct,7,0.58
RepJuanVargas,nov,8,0.89
RepJuanVargas,dec,7,0.85
RepJuanVargas,y2020,5,0.43
RepJuanVargas,_q1,5,0.52
RepJuanVargas,_q2,5,0.5
RepJuanVargas,_q3,5,0.67
RepJuanVargas,_q4,5,0.99
RepScottPeters,jan,6,0.58
RepScottPeters,feb,5,0.49
RepScottPeters,mar,4,0.53
RepScottPeters,apr,5,0.93
RepScottPeters,may,5,0.47
RepScottPeters,jun,5,0.72
RepScottPeters,jul,5,0.39
RepScottPeters,aug,5,0.74
RepScottPeters,sep,4,0.34
RepScottPeters,oct,5,0.37
RepScottPeters,nov,5,0.72
RepScottPeters,dec,5,0.61
RepScottPeters,y2020,4,0.53
RepScottPeters,_q1,4,0.56
RepScottPeters,_q2,5,0.76
RepScottPeters,_q3,4,0.45
RepScottPeters,_q4,4,0.51
DaviSusan,jan,8,0.6
DaviSusan,feb,10,1
DaviSusan,mar,6,0.36
DaviSusan,apr,12,0.75
DaviSusan,may,11,0.93
DaviSusan,jun,14,0.88
DaviSusan,jul,12,0.8
DaviSusan,aug,10,0.85
DaviSusan,sep,13,1
DaviSusan,oct,10,0.92
DaviSusan,nov,11,0.91
DaviSusan,dec,15,1
DaviSusan,y2020,5,0.53
DaviSusan,_q1,5,0.43
DaviSusan,_q2,6,0.34
DaviSusan,_q3,6,0.4
DaviSusan,_q4,7,0.39
RepDianaDeGette,jan,6,0.74
RepDianaDeGette,feb,3,0.94
RepDianaDeGette,mar,5,0.57
RepDianaDeGette,apr,4,0.98
RepDianaDeGette,may,5,0.54
RepDianaDeGette,jun,4,0.87
RepDianaDeGette,jul,6,0.82
RepDianaDeGette,aug,5,0.4
RepDianaDeGette,sep,5,0.85
RepDianaDeGette,oct,4,0.86
RepDianaDeGette,nov,6,0.48
RepDianaDeGette,dec,5,0.98
RepDianaDeGette,y2020,4,0.9
RepDianaDeGette,_q1,5,0.72
RepDianaDeGette,_q2,4,0.68
RepDianaDeGette,_q3,4,0.49
RepDianaDeGette,_q4,4,0.67
RepJoeNeguse,jan,5,0.64
RepJoeNeguse,feb,6,0.55
RepJoeNeguse,mar,5,0.79
RepJoeNeguse,apr,4,0.96
RepJoeNeguse,may,5,0.6
RepJoeNeguse,jun,5,0.88
RepJoeNeguse,jul,6,0.78
RepJoeNeguse,aug,6,0.49
RepJoeNeguse,sep,5,0.36
RepJoeNeguse,oct,4,0.59
RepJoeNeguse,nov,5,0.52
RepJoeNeguse,dec,4,0.84
RepJoeNeguse,y2020,4,0.87
RepJoeNeguse,_q1,4,0.77
RepJoeNeguse,_q2,4,0.51
RepJoeNeguse,_q3,5,0.55
RepJoeNeguse,_q4,4,0.85
RepKenBuck,jan,5,0.86
RepKenBuck,feb,5,0.41
RepKenBuck,mar,12,0.78
RepKenBuck,apr,6,0.58
RepKenBuck,may,7,0.55
RepKenBuck,jun,9,0.58
RepKenBuck,jul,6,0.66
RepKenBuck,aug,6,0.52
RepKenBuck,sep,7,0.87
RepKenBuck,oct,6,0.83
RepKenBuck,nov,6,0.97
RepKenBuck,dec,4,0.77
RepKenBuck,y2020,3,0.56
RepKenBuck,_q1,5,0.64
RepKenBuck,_q2,6,0.92
RepKenBuck,_q3,5,0.6
RepKenBuck,_q4,4,0.99
RepDLamborn,jan,5,0.84
RepDLamborn,feb,6,0.87
RepDLamborn,mar,5,0.62
RepDLamborn,apr,5,0.94
RepDLamborn,may,5,0.9
RepDLamborn,jun,7,0.65
RepDLamborn,jul,6,0.98
RepDLamborn,aug,6,0.91
RepDLamborn,sep,5,0.7
RepDLamborn,oct,5,0.52
RepDLamborn,nov,6,0.63
RepDLamborn,dec,5,0.49
RepDLamborn,y2020,5,0.65
RepDLamborn,_q1,5,0.51
RepDLamborn,_q2,4,0.96
RepDLamborn,_q3,6,0.67
RepDLamborn,_q4,5,0.74
RepJasonCrow,jan,5,0.48
RepJasonCrow,feb,4,0.7
RepJasonCrow,mar,5,0.66
RepJasonCrow,apr,5,0.76
RepJasonCrow,may,5,0.45
RepJasonCrow,jun,6,0.52
RepJasonCrow,jul,6,0.72
RepJasonCrow,aug,4,0.74
RepJasonCrow,sep,6,0.76
RepJasonCrow,oct,6,0.66
RepJasonCrow,nov,6,0.54
RepJasonCrow,dec,5,0.66
RepJasonCrow,y2020,4,0.45
RepJasonCrow,_q1,5,0.77
RepJasonCrow,_q2,4,0.59
RepJasonCrow,_q3,5,0.59
RepJasonCrow,_q4,4,0.5
RepPerlmutter,jan,5,0.91
RepPerlmutter,feb,6,0.56
RepPerlmutter,mar,4,0.56
RepPerlmutter,apr,5,0.72
RepPerlmutter,may,5,0.61
RepPerlmutter,jun,5,0.53
RepPerlmutter,jul,4,0.36
RepPerlmutter,aug,5,0.48
RepPerlmutter,sep,4,0.53
RepPerlmutter,oct,5,0.95
RepPerlmutter,nov,6,0.63
RepPerlmutter,dec,4,0.73
RepPerlmutter,y2020,4,0.45
RepPerlmutter,_q1,5,0.5
RepPerlmutter,_q2,3,0.92
RepPerlmutter,_q3,4,0.34
RepPerlmutter,_q4,4,0.38
RepJohnLarson,jan,4,1
RepJohnLarson,feb,4,0.51
RepJohnLarson,mar,4,0.98
RepJohnLarson,apr,4,0.99
RepJohnLarson,may,4,0.54
RepJohnLarson,jun,5,0.63
RepJohnLarson,jul,5,0.8
RepJohnLarson,aug,5,0.96
RepJohnLarson,sep,3,1
RepJohnLarson,oct,4,1
RepJohnLarson,nov,6,0.76
RepJohnLarson,dec,5,0.65
RepJohnLarson,y2020,4,0.53
RepJohnLarson,_q1,3,0.99
RepJohnLarson,_q2,4,0.52
RepJohnLarson,_q3,3,0.78
RepJohnLarson,_q4,5,0.59
RepJoeCourtney,jan,5,0.72
RepJoeCourtney,feb,5,0.51
RepJoeCourtney,mar,4,0.82
RepJoeCourtney,apr,5,0.7
RepJoeCourtney,may,5,0.69
RepJoeCourtney,jun,5,0.69
RepJoeCourtney,jul,5,0.53
RepJoeCourtney,aug,5,0.74
RepJoeCourtney,sep,5,0.4
RepJoeCourtney,oct,6,0.8
RepJoeCourtney,nov,5,0.85
RepJoeCourtney,dec,5,0.96
RepJoeCourtney,y2020,4,0.53
RepJoeCourtney,_q1,4,0.99
RepJoeCourtney,_q2,4,0.57
RepJoeCourtney,_q3,5,0.61
RepJoeCourtney,_q4,5,0.7
rosadelauro,jan,5,0.44
rosadelauro,feb,5,0.71
rosadelauro,mar,5,0.97
rosadelauro,apr,6,0.57
rosadelauro,may,6,0.65
rosadelauro,jun,5,0.89
rosadelauro,jul,7,0.9
rosadelauro,aug,6,0.7
rosadelauro,sep,5,0.63
rosadelauro,oct,6,0.67
rosadelauro,nov,8,0.65
rosadelauro,dec,6,0.75
rosadelauro,y2020,4,0.86
rosadelauro,_q1,4,1
rosadelauro,_q2,4,0.65
rosadelauro,_q3,5,0.58
rosadelauro,_q4,4,0.39
jahimes,jan,6,0.65
jahimes,feb,10,0.43
jahimes,mar,5,0.66
jahimes,apr,11,0.71
jahimes,may,13,0.93
jahimes,jun,6,0.82
jahimes,jul,8,0.8
jahimes,aug,10,0.36
jahimes,sep,15,1
jahimes,oct,13,1
jahimes,nov,15,0.94
jahimes,dec,13,0.39
jahimes,y2020,5,0.53
jahimes,_q1,6,0.85
jahimes,_q2,5,0.53
jahimes,_q3,7,0.68
jahimes,_q4,8,0.72
RepJahanaHayes,jan,5,0.71
RepJahanaHayes,feb,4,0.43
RepJahanaHayes,mar,6,0.61
RepJahanaHayes,apr,7,0.55
RepJahanaHayes,may,5,0.65
RepJahanaHayes,jun,6,0.62
RepJahanaHayes,jul,5,0.42
RepJahanaHayes,aug,4,0.74
RepJahanaHayes,sep,5,0.68
RepJahanaHayes,oct,4,0.77
RepJahanaHayes,nov,5,0.51
RepJahanaHayes,dec,5,0.52
RepJahanaHayes,y2020,4,0.71
RepJahanaHayes,_q1,4,0.83
RepJahanaHayes,_q2,5,0.78
RepJahanaHayes,_q3,4,0.69
RepJahanaHayes,_q4,5,0.63
RepLBR,jan,6,0.83
RepLBR,feb,6,0.96
RepLBR,mar,5,0.63
RepLBR,apr,4,0.99
RepLBR,may,4,0.37
RepLBR,jun,6,0.93
RepLBR,jul,6,0.86
RepLBR,aug,6,0.95
RepLBR,sep,5,0.99
RepLBR,oct,7,0.98
RepLBR,nov,8,0.68
RepLBR,dec,6,0.67
RepLBR,y2020,5,0.77
RepLBR,_q1,6,0.83
RepLBR,_q2,6,0.6
RepLBR,_q3,5,0.66
RepLBR,_q4,5,0.93
DrNealDunnFL2,jan,5,0.68
DrNealDunnFL2,feb,7,0.8
DrNealDunnFL2,mar,5,0.48
DrNealDunnFL2,apr,5,0.4
DrNealDunnFL2,may,5,0.37
DrNealDunnFL2,jun,7,0.55
DrNealDunnFL2,jul,7,1
DrNealDunnFL2,aug,6,0.62
DrNealDunnFL2,sep,7,1
DrNealDunnFL2,oct,7,0.7
DrNealDunnFL2,nov,5,0.94
DrNealDunnFL2,dec,7,0.97
DrNealDunnFL2,y2020,5,0.65
DrNealDunnFL2,_q1,5,0.61
DrNealDunnFL2,_q2,5,0.45
DrNealDunnFL2,_q3,5,0.44
DrNealDunnFL2,_q4,6,0.66
RepRutherfordFL,jan,7,0.37
RepRutherfordFL,feb,7,0.59
RepRutherfordFL,mar,5,0.62
RepRutherfordFL,apr,6,0.48
RepRutherfordFL,may,6,0.36
RepRutherfordFL,jun,6,0.34
RepRutherfordFL,jul,8,0.67
RepRutherfordFL,aug,7,0.8
RepRutherfordFL,sep,3,0.83
RepRutherfordFL,oct,6,0.58
RepRutherfordFL,nov,9,0.66
RepRutherfordFL,dec,6,0.95
RepRutherfordFL,y2020,6,0.55
RepRutherfordFL,_q1,5,0.74
RepRutherfordFL,_q2,5,0.68
RepRutherfordFL,_q3,5,0.54
RepRutherfordFL,_q4,5,0.63
RepStephMurphy,jan,5,0.5
RepStephMurphy,feb,5,0.99
RepStephMurphy,mar,3,0.99
RepStephMurphy,apr,4,0.87
RepStephMurphy,may,4,0.37
RepStephMurphy,jun,5,0.52
RepStephMurphy,jul,4,0.89
RepStephMurphy,aug,5,0.82
RepStephMurphy,sep,4,0.57
RepStephMurphy,oct,4,0.65
RepStephMurphy,nov,5,0.93
RepStephMurphy,dec,4,0.6
RepStephMurphy,y2020,2,0.82
RepStephMurphy,_q1,4,0.55
RepStephMurphy,_q2,3,1
RepStephMurphy,_q3,4,0.37
RepStephMurphy,_q4,5,0.72
RepDarrenSoto,jan,5,0.83
RepDarrenSoto,feb,5,0.75
RepDarrenSoto,mar,5,0.84
RepDarrenSoto,apr,5,0.73
RepDarrenSoto,may,5,0.78
RepDarrenSoto,jun,5,0.73
RepDarrenSoto,jul,4,0.37
RepDarrenSoto,aug,5,0.69
RepDarrenSoto,sep,5,0.62
RepDarrenSoto,oct,5,0.74
RepDarrenSoto,nov,4,0.45
RepDarrenSoto,dec,5,0.68
RepDarrenSoto,y2020,4,0.67
RepDarrenSoto,_q1,4,0.66
RepDarrenSoto,_q2,5,0.53
RepDarrenSoto,_q3,4,0.76
RepDarrenSoto,_q4,4,0.5
RepValDemings,jan,4,0.98
RepValDemings,feb,4,0.88
RepValDemings,mar,4,0.93
RepValDemings,apr,4,0.78
RepValDemings,may,4,0.93
RepValDemings,jun,5,0.79
RepValDemings,jul,5,0.89
RepValDemings,aug,5,0.66
RepValDemings,sep,4,0.74
RepValDemings,oct,4,0.43
RepValDemings,nov,4,0.54
RepValDemings,dec,5,0.54
RepValDemings,y2020,4,0.87
RepValDemings,_q1,4,0.94
RepValDemings,_q2,3,0.7
RepValDemings,_q3,4,0.49
RepValDemings,_q4,4,0.68
RepCharlieCrist,jan,6,0.89
RepCharlieCrist,feb,5,0.68
RepCharlieCrist,mar,4,0.49
RepCharlieCrist,apr,4,0.44
RepCharlieCrist,may,6,0.52
RepCharlieCrist,jun,4,0.89
RepCharlieCrist,jul,4,0.37
RepCharlieCrist,aug,5,0.89
RepCharlieCrist,sep,5,0.8
RepCharlieCrist,oct,5,0.68
RepCharlieCrist,nov,5,0.37
RepCharlieCrist,dec,4,0.44
RepCharlieCrist,y2020,4,0.43
RepCharlieCrist,_q1,4,0.64
RepCharlieCrist,_q2,4,0.52
RepCharlieCrist,_q3,4,0.89
RepCharlieCrist,_q4,4,0.56
USRepKCastor,jan,6,0.7
USRepKCastor,feb,5,0.65
USRepKCastor,mar,4,0.58
USRepKCastor,apr,5,0.7
USRepKCastor,may,5,0.86
USRepKCastor,jun,4,0.82
USRepKCastor,jul,5,0.77
USRepKCastor,aug,5,0.79
USRepKCastor,sep,5,0.73
USRepKCastor,oct,6,0.69
USRepKCastor,nov,4,0.36
USRepKCastor,dec,4,0.99
USRepKCastor,y2020,4,0.63
USRepKCastor,_q1,5,0.79
USRepKCastor,_q2,5,0.78
USRepKCastor,_q3,5,0.88
USRepKCastor,_q4,4,0.92
RepRossSpano,jan,5,0.67
RepRossSpano,feb,6,0.5
RepRossSpano,mar,6,0.95
RepRossSpano,apr,4,0.81
RepRossSpano,may,4,1
RepRossSpano,jun,6,0.69
RepRossSpano,jul,5,0.95
RepRossSpano,aug,5,0.98
RepRossSpano,sep,5,0.72
RepRossSpano,oct,8,0.46
RepRossSpano,nov,7,0.55
RepRossSpano,dec,6,0.6
RepRossSpano,y2020,4,0.75
RepRossSpano,_q1,4,0.41
RepRossSpano,_q2,5,0.62
RepRossSpano,_q3,6,0.66
RepRossSpano,_q4,5,0.6
VernBuchanan,jan,7,1
VernBuchanan,feb,7,0.54
VernBuchanan,mar,5,0.66
VernBuchanan,apr,4,1
VernBuchanan,may,5,0.56
VernBuchanan,jun,7,0.48
VernBuchanan,jul,5,0.34
VernBuchanan,aug,5,0.91
VernBuchanan,sep,7,0.8
VernBuchanan,oct,6,0.74
VernBuchanan,nov,7,0.71
VernBuchanan,dec,7,0.94
VernBuchanan,y2020,5,0.8
VernBuchanan,_q1,5,0.82
VernBuchanan,_q2,5,0.98
VernBuchanan,_q3,5,0.78
VernBuchanan,_q4,5,0.68
RepGregSteube,jan,4,1
RepGregSteube,feb,7,0.88
RepGregSteube,mar,4,0.77
RepGregSteube,apr,5,0.74
RepGregSteube,may,5,0.54
RepGregSteube,jun,4,0.53
RepGregSteube,jul,6,0.45
RepGregSteube,aug,6,0.38
RepGregSteube,sep,5,0.78
RepGregSteube,oct,6,0.95
RepGregSteube,nov,6,0.98
RepGregSteube,dec,5,0.95
RepGregSteube,y2020,5,0.54
RepGregSteube,_q1,5,0.45
RepGregSteube,_q2,6,0.66
RepGregSteube,_q3,4,0.81
RepGregSteube,_q4,4,0.89
RepBrianMast,jan,5,0.93
RepBrianMast,feb,4,0.95
RepBrianMast,mar,4,0.49
RepBrianMast,apr,3,1
RepBrianMast,may,4,0.86
RepBrianMast,jun,6,0.74
RepBrianMast,jul,4,1
RepBrianMast,aug,4,0.55
RepBrianMast,sep,6,0.68
RepBrianMast,oct,4,1
RepBrianMast,nov,4,0.88
RepBrianMast,dec,4,0.62
RepBrianMast,y2020,4,0.91
RepBrianMast,_q1,5,0.99
RepBrianMast,_q2,5,0.38
RepBrianMast,_q3,4,0.63
RepBrianMast,_q4,4,0.59
RepHastingsFl,jan,6,0.73
RepHastingsFl,feb,4,0.99
RepHastingsFl,mar,5,0.73
RepHastingsFl,apr,3,0.77
RepHastingsFl,may,4,0.41
RepHastingsFl,jun,4,0.51
RepHastingsFl,jul,6,0.88
RepHastingsFl,aug,5,0.79
RepHastingsFl,sep,4,0.78
RepHastingsFl,oct,5,0.73
RepHastingsFl,nov,5,0.89
RepHastingsFl,dec,5,0.46
RepHastingsFl,y2020,4,0.8
RepHastingsFl,_q1,4,0.68
RepHastingsFl,_q2,3,0.66
RepHastingsFl,_q3,4,0.44
RepHastingsFl,_q4,5,0.62
RepLoisFrankel,jan,5,0.6
RepLoisFrankel,feb,5,0.59
RepLoisFrankel,mar,4,0.93
RepLoisFrankel,apr,4,0.87
RepLoisFrankel,may,5,0.64
RepLoisFrankel,jun,5,0.56
RepLoisFrankel,jul,3,0.87
RepLoisFrankel,aug,6,1
RepLoisFrankel,sep,5,0.76
RepLoisFrankel,oct,5,0.84
RepLoisFrankel,nov,5,0.98
RepLoisFrankel,dec,4,0.49
RepLoisFrankel,y2020,3,1
RepLoisFrankel,_q1,4,0.34
RepLoisFrankel,_q2,2,0.39
RepLoisFrankel,_q3,4,0.41
RepLoisFrankel,_q4,5,0.75
RepTedDeutch,jan,4,1
RepTedDeutch,feb,5,0.77
RepTedDeutch,mar,4,0.61
RepTedDeutch,apr,4,0.43
RepTedDeutch,may,5,0.5
RepTedDeutch,jun,4,0.7
RepTedDeutch,jul,5,0.91
RepTedDeutch,aug,6,0.46
RepTedDeutch,sep,5,0.46
RepTedDeutch,oct,5,0.68
RepTedDeutch,nov,5,0.86
RepTedDeutch,dec,5,0.4
RepTedDeutch,y2020,3,0.71
RepTedDeutch,_q1,3,0.77
RepTedDeutch,_q2,4,0.68
RepTedDeutch,_q3,4,0.47
RepTedDeutch,_q4,4,0.92
DWStweets,jan,8,0.75
DWStweets,feb,8,0.41
DWStweets,mar,4,0.65
DWStweets,apr,4,0.89
DWStweets,may,8,0.8
DWStweets,jun,4,0.53
DWStweets,jul,6,0.84
DWStweets,aug,6,0.64
DWStweets,sep,6,0.9
DWStweets,oct,4,0.7
DWStweets,nov,5,0.45
DWStweets,dec,7,0.93
DWStweets,y2020,4,0.76
DWStweets,_q1,5,0.66
DWStweets,_q2,4,0.95
DWStweets,_q3,5,0.71
DWStweets,_q4,4,0.51
RepWilson,jan,5,1
RepWilson,feb,5,1
RepWilson,mar,5,0.76
RepWilson,apr,4,0.4
RepWilson,may,5,0.99
RepWilson,jun,5,0.96
RepWilson,jul,4,1
RepWilson,aug,5,0.99
RepWilson,sep,6,0.7
RepWilson,oct,7,0.41
RepWilson,nov,4,0.63
RepWilson,dec,5,0.7
RepWilson,y2020,5,0.78
RepWilson,_q1,3,0.92
RepWilson,_q2,4,0.9
RepWilson,_q3,4,0.97
RepWilson,_q4,4,0.59
MarioDB,jan,7,0.97
MarioDB,feb,6,0.95
MarioDB,mar,6,0.7
MarioDB,apr,5,0.35
MarioDB,may,6,0.67
MarioDB,jun,5,0.99
MarioDB,jul,6,0.57
MarioDB,aug,8,0.8
MarioDB,sep,5,0.98
MarioDB,oct,8,0.96
MarioDB,nov,6,0.62
MarioDB,dec,7,0.59
MarioDB,y2020,5,0.67
MarioDB,_q1,5,0.5
MarioDB,_q2,5,0.55
MarioDB,_q3,5,0.61
MarioDB,_q4,5,0.42
RepDMP,jan,4,0.56
RepDMP,feb,5,0.81
RepDMP,mar,4,0.57
RepDMP,apr,5,0.63
RepDMP,may,5,0.66
RepDMP,jun,3,0.96
RepDMP,jul,4,0.79
RepDMP,aug,5,0.68
RepDMP,sep,4,0.64
RepDMP,oct,5,0.8
RepDMP,nov,5,0.98
RepDMP,dec,6,0.56
RepDMP,y2020,3,0.83
RepDMP,_q1,4,0.59
RepDMP,_q2,4,0.83
RepDMP,_q3,4,0.9
RepDMP,_q4,5,0.71
RepBuddyCarter,jan,7,0.83
RepBuddyCarter,feb,7,0.57
RepBuddyCarter,mar,5,0.87
RepBuddyCarter,apr,6,0.46
RepBuddyCarter,may,6,0.69
RepBuddyCarter,jun,7,0.88
RepBuddyCarter,jul,7,0.99
RepBuddyCarter,aug,6,0.72
RepBuddyCarter,sep,8,0.92
RepBuddyCarter,oct,7,0.46
RepBuddyCarter,nov,9,0.94
RepBuddyCarter,dec,7,0.83
RepBuddyCarter,y2020,6,0.67
RepBuddyCarter,_q1,3,0.87
RepBuddyCarter,_q2,5,0.89
